respondent_id,nps,satisfaction,feedback_text,topic_id
R001573,8,8.39,stockouts make me switch to other brands,3
R001574,10,10.0,I care about ingredients and product safety,2
R001575,8,8.36,I prefer brands with recyclable packaging,5
R001576,9,9.14,I care about ingredients and product safety,2
R001577,7,8.46,stockouts make me switch to other brands,3
R001578,6,7.68,KOL reviews are useful but need to be authentic,5
R001579,8,8.27,sustainability claims need to be more credible,5
R001580,10,9.01,sustainability claims need to be more credible,5
R001581,7,8.37,delivery speed affects whether I choose the brand,5
R001582,9,7.89,I care about ingredients and product safety,2
R001583,8,10.0,delivery speed affects whether I choose the brand,5
R001584,9,8.43,low carbon packaging would improve brand impression,5
R001585,6,7.48,stockouts make me switch to other brands,3
R001586,7,7.97,the price feels high without promotion,4
R001587,8,7.6,quality improvement would make me repurchase more often,0
R001588,9,9.37,quality improvement would make me repurchase more often,0
R001589,10,10.0,quality improvement would make me repurchase more often,0
R001590,8,9.69,I prefer brands with recyclable packaging,5
R001591,9,8.87,delivery speed affects whether I choose the brand,5
R001592,9,10.0,offline availability is not always convenient,5
R001593,9,8.26,I compare price across platforms before purchase,1
R001594,10,9.04,I compare price across platforms before purchase,1
R001595,7,7.8,offline availability is not always convenient,5
R001596,9,8.6,the price feels high without promotion,4
R001597,10,9.49,quality improvement would make me repurchase more often,0
R001598,9,9.08,membership coupons can increase repeat purchase,1
R001599,9,8.84,I compare price across platforms before purchase,1
R001600,9,10.0,delivery speed affects whether I choose the brand,5
R001601,10,10.0,low carbon packaging would improve brand impression,5
R001602,9,7.37,membership coupons can increase repeat purchase,1
R001603,4,5.89,the price feels high without promotion,4
R001604,8,7.41,delivery speed affects whether I choose the brand,5
R001605,7,8.22,livestream promotion helps me discover new products,4
R001606,6,8.34,the package design should show product benefits more clearly,2
R001607,7,7.34,livestream promotion helps me discover new products,4
R001608,4,6.14,livestream promotion helps me discover new products,4
R001609,6,5.76,discount bundles make me more willing to buy,3
R001610,9,8.59,I compare price across platforms before purchase,1
R001611,9,8.86,I compare price across platforms before purchase,1
R001612,7,6.41,KOL reviews are useful but need to be authentic,5
R001613,7,8.27,I care about ingredients and product safety,2
R001614,8,7.41,discount bundles make me more willing to buy,3
R001615,7,9.03,sustainability claims need to be more credible,5
R001616,9,9.65,KOL reviews are useful but need to be authentic,5
R001617,6,4.95,the price feels high without promotion,4
R001618,9,9.26,I prefer brands with recyclable packaging,5
R001619,5,6.24,the packaging is convenient but could look more premium,5
R001620,10,9.92,stockouts make me switch to other brands,3
R001621,8,9.77,livestream promotion helps me discover new products,4
R001622,7,6.66,stockouts make me switch to other brands,3
R001623,8,6.38,sustainability claims need to be more credible,5
R001624,10,10.0,portable packaging is useful for work and travel,5
R001625,6,7.66,the price feels high without promotion,4
R001626,10,10.0,delivery speed affects whether I choose the brand,5
R001627,8,8.19,the product quality is stable and trustworthy,0
R001628,9,8.94,offline availability is not always convenient,5
R001629,8,8.36,quality improvement would make me repurchase more often,0
R001630,9,10.0,livestream promotion helps me discover new products,4
R001631,6,7.19,the product quality is stable and trustworthy,0
R001632,6,5.1,delivery speed affects whether I choose the brand,5
R001633,7,6.5,the price feels high without promotion,4
R001634,6,6.12,I compare price across platforms before purchase,1
R001635,10,8.52,portable packaging is useful for work and travel,5
R001636,9,10.0,quality improvement would make me repurchase more often,0
R001637,9,9.5,delivery speed affects whether I choose the brand,5
R001638,6,8.4,the packaging is convenient but could look more premium,5
R001639,9,8.24,I compare price across platforms before purchase,1
R001640,10,8.13,sustainability claims need to be more credible,5
R001641,10,10.0,the packaging is convenient but could look more premium,5
R001642,7,7.24,delivery speed affects whether I choose the brand,5
R001643,8,8.44,the package design should show product benefits more clearly,2
R001644,4,5.3,sustainability claims need to be more credible,5
R001645,9,8.3,the price feels high without promotion,4
R001646,9,9.05,I prefer brands with recyclable packaging,5
R001647,7,8.04,discount bundles make me more willing to buy,3
R001648,10,8.88,sustainability claims need to be more credible,5
R001649,10,10.0,KOL reviews are useful but need to be authentic,5
R001650,10,9.5,portable packaging is useful for work and travel,5
R001651,8,8.77,sustainability claims need to be more credible,5
R001652,7,7.54,discount bundles make me more willing to buy,3
R001653,8,8.44,stockouts make me switch to other brands,3
R001654,9,8.35,the package design should show product benefits more clearly,2
R001655,5,5.42,quality improvement would make me repurchase more often,0
R001656,9,8.96,membership coupons can increase repeat purchase,1
R001657,3,5.72,stockouts make me switch to other brands,3
R001658,5,6.56,quality improvement would make me repurchase more often,0
R001659,10,10.0,the packaging is convenient but could look more premium,5
R001660,4,7.21,portable packaging is useful for work and travel,5
R001661,6,8.21,stockouts make me switch to other brands,3
R001662,6,8.46,livestream promotion helps me discover new products,4
R001663,5,7.01,delivery speed affects whether I choose the brand,5
R001664,6,6.35,membership coupons can increase repeat purchase,1
R001665,9,8.11,low carbon packaging would improve brand impression,5
R001666,9,8.42,stockouts make me switch to other brands,3
R001667,7,7.43,KOL reviews are useful but need to be authentic,5
R001668,9,9.65,KOL reviews are useful but need to be authentic,5
R001669,9,8.17,livestream promotion helps me discover new products,4
R001670,8,10.0,the product quality is stable and trustworthy,0
R001671,4,4.64,the packaging is convenient but could look more premium,5
R001672,7,9.15,stockouts make me switch to other brands,3
R001673,8,9.84,stockouts make me switch to other brands,3
R001674,7,6.59,discount bundles make me more willing to buy,3
R001675,8,9.15,low carbon packaging would improve brand impression,5
R001676,8,8.51,the price feels high without promotion,4
R001677,6,6.77,stockouts make me switch to other brands,3
R001678,10,9.52,the packaging is convenient but could look more premium,5
R001679,9,7.42,the package design should show product benefits more clearly,2
R001680,8,8.6,the price feels high without promotion,4
R001681,3,4.75,I prefer brands with recyclable packaging,5
R001682,9,9.17,KOL reviews are useful but need to be authentic,5
R001683,8,8.52,discount bundles make me more willing to buy,3
R001684,10,10.0,I compare price across platforms before purchase,1
R001685,7,7.04,the price feels high without promotion,4
R001686,9,7.93,discount bundles make me more willing to buy,3
R001687,10,9.49,KOL reviews are useful but need to be authentic,5
R001688,9,8.21,quality improvement would make me repurchase more often,0
R001689,8,8.64,I compare price across platforms before purchase,1
R001690,6,7.4,low carbon packaging would improve brand impression,5
R001691,8,10.0,I care about ingredients and product safety,2
R001692,8,8.48,I compare price across platforms before purchase,1
R001693,7,6.05,offline availability is not always convenient,5
R001694,7,6.18,discount bundles make me more willing to buy,3
R001695,8,8.19,I compare price across platforms before purchase,1
R001696,9,10.0,quality improvement would make me repurchase more often,0
R001697,5,5.82,portable packaging is useful for work and travel,5
R001698,8,9.0,offline availability is not always convenient,5
R001699,8,9.74,low carbon packaging would improve brand impression,5
R001700,10,10.0,offline availability is not always convenient,5
R001701,10,10.0,sustainability claims need to be more credible,5
R001702,10,9.92,portable packaging is useful for work and travel,5
R001703,10,10.0,the product quality is stable and trustworthy,0
R001704,5,5.68,livestream promotion helps me discover new products,4
R001705,9,9.02,I care about ingredients and product safety,2
R001706,9,10.0,quality improvement would make me repurchase more often,0
R001707,10,10.0,livestream promotion helps me discover new products,4
R001708,8,6.55,I compare price across platforms before purchase,1
R001709,8,8.8,I compare price across platforms before purchase,1
R001710,10,8.85,membership coupons can increase repeat purchase,1
R001711,8,6.6,delivery speed affects whether I choose the brand,5
R001712,10,9.89,membership coupons can increase repeat purchase,1
R001713,10,8.88,portable packaging is useful for work and travel,5
R001714,4,5.91,I compare price across platforms before purchase,1
R001715,9,8.95,delivery speed affects whether I choose the brand,5
R001716,8,6.73,I compare price across platforms before purchase,1
R001717,8,9.44,I care about ingredients and product safety,2
R001718,6,5.31,membership coupons can increase repeat purchase,1
R001719,5,6.31,the package design should show product benefits more clearly,2
R001720,6,7.96,KOL reviews are useful but need to be authentic,5
R001721,7,6.38,quality improvement would make me repurchase more often,0
